Date,BET,FX
6/4/2021,11517.63,4.9231
6/7/2021,11264.75,4.9231
6/8/2021,11317.4,4.9234
6/9/2021,11359.13,4.9223
6/10/2021,11365.47,4.9214
6/11/2021,11520.46,4.919
6/14/2021,11568.09,4.9219
6/15/2021,11614.88,4.9235
6/16/2021,11596.38,4.924
6/17/2021,11657.26,4.9247
6/18/2021,11608.18,4.9269
6/22/2021,11409.11,4.9258
6/23/2021,11592.74,4.9254
6/24/2021,11686.38,4.9243
6/25/2021,11875.16,4.929
6/28/2021,11967.28,4.9278
6/29/2021,11909.36,4.9274
6/30/2021,11873.03,4.9275
7/1/2021,11937.05,4.9273
7/2/2021,11830.9,4.9281
7/5/2021,11895.89,4.9261
7/6/2021,11964.85,4.9261
7/7/2021,11933.74,4.9278
7/8/2021,11874.66,4.9287
7/9/2021,11870.9,4.9279
7/12/2021,11967.8,4.9275
7/13/2021,12006.24,4.9285
7/14/2021,12055.03,4.9288
7/15/2021,12025,4.929
7/16/2021,12026.8,4.9282
7/19/2021,11845.54,4.9263
7/20/2021,11859.92,4.9258
7/21/2021,11913.24,4.9247
7/22/2021,11902.93,4.9232
7/23/2021,11908.69,4.9225
7/26/2021,11964.2,4.9174
7/27/2021,11887.9,4.9178
7/28/2021,11809.43,4.9207
7/29/2021,11874.76,4.9201
7/30/2021,11848.61,4.915
8/2/2021,11859,4.9183
8/3/2021,11811.33,4.9186
8/4/2021,11802.49,4.9179
8/5/2021,11763.47,4.9139
8/6/2021,11828.27,4.9128
8/9/2021,11896.46,4.9135
8/10/2021,12047.24,4.9148
8/11/2021,12101.23,4.914
8/12/2021,12116.93,4.911
8/13/2021,12136.73,4.9109
8/16/2021,12141.13,4.9168
8/17/2021,12125.1,4.925
8/18/2021,12138.17,4.9244
8/19/2021,12054.64,4.932
8/20/2021,12085.6,4.9358
8/23/2021,12167.22,4.9294
8/24/2021,12199.46,4.9302
8/25/2021,12274.7,4.9288
8/26/2021,12317.06,4.9344
8/27/2021,12389.58,4.9356
8/30/2021,12463.67,4.936
8/31/2021,12177.31,4.9344
9/1/2021,12302.26,4.9354
9/2/2021,12255.27,4.9392
9/3/2021,12313.36,4.9442
9/6/2021,12356.75,4.948
9/7/2021,12341.58,4.9501
9/8/2021,12346.71,4.9455
9/9/2021,12430.31,4.9443
9/10/2021,12402.43,4.9434
9/13/2021,12327.58,4.9479
9/14/2021,12374.08,4.9484
9/15/2021,12288.12,4.948
9/16/2021,12265.25,4.9479
9/17/2021,12315.77,4.9467
9/20/2021,12220.99,4.9491
9/21/2021,12356.9,4.9483
9/22/2021,12301.14,4.9505
9/23/2021,12395.28,4.9507
9/24/2021,12440.96,4.9502
9/27/2021,12510.26,4.949
9/28/2021,12522.92,4.9511
9/29/2021,12615.46,4.946
9/30/2021,12645.1,4.9488
10/1/2021,12633.19,4.9452
10/4/2021,12611.18,4.9533
10/5/2021,12613.43,4.9446
10/6/2021,12633.72,4.9462
10/7/2021,12743.6,4.9475
10/8/2021,12817.57,4.9486
10/11/2021,12801.95,4.9503
10/12/2021,12738.3,4.9506
10/13/2021,12745.39,4.9495
10/14/2021,12727.4,4.9497
10/15/2021,12711.06,4.9486
10/18/2021,12669.78,4.9483
10/19/2021,12668.55,4.9488
10/20/2021,12750.3,4.9455
10/21/2021,12751.15,4.9465
10/22/2021,12812.97,4.9465
10/25/2021,12807.55,4.9478
10/26/2021,12735.36,4.9471
10/27/2021,12748.97,4.9494
10/28/2021,12795.26,4.949
10/29/2021,12605.09,4.9488
11/1/2021,12714.7,4.9492
11/2/2021,12726.37,4.9506
11/3/2021,12825.46,4.9495
11/4/2021,12884.3,4.9497
11/5/2021,12874.81,4.9482
11/8/2021,12860.05,4.9485
11/9/2021,12847.75,4.949
11/10/2021,12779.74,4.9485
11/11/2021,12782.64,4.9457
11/12/2021,12833.4,4.9485
11/15/2021,12832.89,4.95
11/16/2021,12828.21,4.9483
11/17/2021,12763.4,4.9492
11/18/2021,12752.02,4.9495
11/19/2021,12559.61,4.9497
11/22/2021,12623.61,4.9498
11/23/2021,12473.42,4.9492
11/24/2021,12536.25,4.9495
11/25/2021,12607.3,4.949
11/26/2021,12177.22,4.95
11/29/2021,12195.61,4.9516
12/2/2021,12207.91,4.9502
12/3/2021,12379.5,4.949
12/6/2021,12448.01,4.9486
12/7/2021,12519.27,4.9472
12/8/2021,12598.44,4.949
12/9/2021,12587.69,4.9492
12/10/2021,12531.45,4.9493
12/13/2021,12410.65,4.9494
12/14/2021,12316.84,4.9497
12/15/2021,12203.83,4.9497
12/16/2021,12402.76,4.9498
12/17/2021,12478.1,4.9501
12/20/2021,12390.61,4.949
12/21/2021,12349.32,4.9486
12/22/2021,12478.43,4.9501
12/23/2021,12591.82,4.9498
12/27/2021,12808.74,4.9498
12/28/2021,13015.33,4.9499
12/29/2021,13068.03,4.951
12/30/2021,13061.32,4.9496
1/3/2022,13057.22,4.9489
1/4/2022,13141.85,4.9475
1/5/2022,13187.28,4.9458
1/6/2022,13112.56,4.9428
1/7/2022,13156.95,4.9433
1/10/2022,13223.78,4.9451
1/11/2022,13274.84,4.9448
1/12/2022,13447.48,4.9437
1/13/2022,13455.47,4.9437
1/14/2022,13681.92,4.9437
1/17/2022,13481.57,4.9443
1/18/2022,13284.79,4.9443
1/19/2022,13128.23,4.9452
1/20/2022,13136.96,4.9454
1/21/2022,12838.37,4.9452
1/25/2022,12732.61,4.945
1/26/2022,13018.82,4.9441
1/27/2022,13019.57,4.9467
1/28/2022,13100.12,4.9458
1/31/2022,13190.07,4.9459
2/1/2022,13412.72,4.9464
2/2/2022,13446.64,4.9455
2/3/2022,13396.47,4.9471
2/4/2022,13386.16,4.9458
2/7/2022,13376.56,4.9454
2/8/2022,13370.53,4.9447
2/9/2022,13397.25,4.9423
2/10/2022,13439.12,4.9437
2/11/2022,13373.88,4.9475
2/14/2022,13104.7,4.9442
2/15/2022,13386.43,4.937
2/16/2022,13321.69,4.9419
2/17/2022,13139.68,4.9413
2/18/2022,13187.59,4.9445
2/21/2022,12977.85,4.9453
2/22/2022,13007.09,4.9445
2/23/2022,13202.52,4.9467
2/24/2022,12663.78,4.9491
2/25/2022,12891.69,4.9482
2/28/2022,12716.51,4.9481
3/1/2022,12482.78,4.9468
3/2/2022,12084.28,4.9477
3/3/2022,12040.01,4.9487
3/4/2022,11395.6,4.9504
3/7/2022,10964.17,4.9485
3/8/2022,11208.12,4.9494
3/9/2022,11982.26,4.9482
3/10/2022,11921.85,4.9489
3/11/2022,12075.13,4.9488
3/14/2022,12330.48,4.9486
3/15/2022,12317.26,4.9479
3/16/2022,12404.9,4.9431
3/17/2022,12480.13,4.9471
3/18/2022,12685.01,4.9467
3/21/2022,12690.95,4.9459
3/22/2022,12739.12,4.9436
3/23/2022,12467.69,4.9468
3/24/2022,12470.6,4.9487
3/25/2022,12412.43,4.9488
3/28/2022,12457.13,4.9479
3/29/2022,12768.6,4.9468
3/30/2022,12726.17,4.9477
3/31/2022,12712.06,4.9423
4/1/2022,12779.79,4.9425
4/4/2022,12848.36,4.9428
4/5/2022,12849.04,4.9428
4/6/2022,12726.48,4.9403
4/7/2022,12621.67,4.9415
4/8/2022,12715.96,4.9422
4/11/2022,12702.63,4.9403
4/12/2022,12618.36,4.9395
4/13/2022,12709.66,4.9421
4/14/2022,12845.83,4.9407
4/15/2022,13003.05,4.9413
4/18/2022,13068.6,4.939
4/19/2022,12988.58,4.9417
4/20/2022,12995.05,4.9438
4/21/2022,13004.37,4.9442
4/26/2022,12679.29,4.9461
4/27/2022,12721.42,4.9483
4/28/2022,12769.93,4.9485
4/29/2022,12723.23,4.947
5/2/2022,12626.94,4.9469
5/3/2022,12570.07,4.947
5/4/2022,12445.7,4.9464
5/5/2022,12453.52,4.9483
5/6/2022,12269.64,4.9459
5/9/2022,12224.84,4.9468
5/10/2022,12188.03,4.9468
5/11/2022,12230.73,4.9475
5/12/2022,12062.72,4.9472
5/13/2022,12133.16,4.9444
5/16/2022,12098.92,4.9472
5/17/2022,12054.81,4.9479
5/18/2022,12093.12,4.9473
5/19/2022,11975.77,4.9476
5/20/2022,12045.95,4.9478
5/23/2022,12182.33,4.9456
5/24/2022,12253.17,4.9431
5/25/2022,12206.59,4.9411
5/26/2022,12323.91,4.9404
5/27/2022,12391.31,4.9429
5/30/2022,12460.05,4.9449
5/31/2022,12509.77,4.9429
6/2/2022,12380.64,4.942
6/3/2022,12263.31,4.9428
6/6/2022,12368.4,4.9426
6/7/2022,12441.32,4.9443
6/8/2022,12455.69,4.9438
6/9/2022,12480,4.9433
6/10/2022,12354.35,4.9426
6/14/2022,12064.94,4.944
6/15/2022,12075.98,4.9421
6/16/2022,12065.95,4.9467
6/17/2022,12142.91,4.9445
6/20/2022,12325.8,4.9454
6/21/2022,12377.09,4.9468
6/22/2022,12300.72,4.9466
6/23/2022,12251.33,4.947
6/24/2022,12432.8,4.944
6/27/2022,12537.44,4.9443
6/28/2022,12570.66,4.9442
6/29/2022,12516.82,4.9427
6/30/2022,12294.26,4.9456
7/1/2022,12375.32,4.9462
7/4/2022,12368.83,4.9443
7/5/2022,12209.92,4.9441
7/6/2022,12286.03,4.9432
7/7/2022,12299.42,4.9434
7/8/2022,12252.06,4.9421
7/11/2022,12188.84,4.9409
7/12/2022,12194.99,4.9433
7/13/2022,12021.99,4.9393
7/14/2022,11918.04,4.9417
7/15/2022,12033.4,4.9395
7/18/2022,12111.89,4.9386
7/19/2022,12073.84,4.9405
7/20/2022,12091.49,4.938
7/21/2022,12151.07,4.936
7/22/2022,12229.55,4.9317
7/25/2022,12251.73,4.9322
7/26/2022,12244.4,4.9317
7/27/2022,12384.02,4.9282
7/28/2022,12487.48,4.9337
7/29/2022,12460.07,4.9292
8/1/2022,12528.55,4.9233
8/2/2022,12444.99,4.9261
8/3/2022,12476.59,4.9247
8/4/2022,12563.31,4.9272
8/5/2022,12577.79,4.9257
8/8/2022,12579.95,4.9024
8/9/2022,12588.91,4.9025
8/10/2022,12424.57,4.906
8/11/2022,12570.35,4.8988
8/12/2022,12631.92,4.8828
8/16/2022,12648.65,4.8815
8/17/2022,12583.24,4.881
8/18/2022,12676.95,4.879
8/19/2022,12647.66,4.8809
8/22/2022,12457.73,4.8809
8/23/2022,12345.45,4.866
8/24/2022,12306.58,4.8619
8/25/2022,12297.24,4.8694
8/26/2022,12337.04,4.8663
8/29/2022,12190.46,4.8655
8/30/2022,12184.82,4.8654
8/31/2022,12058.08,4.8435
9/1/2022,11867.68,4.8393
9/2/2022,11838.41,4.8196
9/5/2022,11993.36,4.8256
9/6/2022,12055.22,4.845
9/7/2022,11928.73,4.8586
9/8/2022,11894.18,4.881
9/9/2022,11876.73,4.8984
9/12/2022,11881.08,4.9111
9/13/2022,11924.88,4.9225
9/14/2022,11836.38,4.9254
9/15/2022,11805.5,4.9235
9/16/2022,11753.71,4.9213
9/19/2022,11444.88,4.932
9/20/2022,11472.45,4.9433
9/21/2022,11293.35,4.9437
9/22/2022,11185.17,4.9427
9/23/2022,10898.37,4.941
9/26/2022,10622.15,4.941
9/27/2022,10773.48,4.9669
9/28/2022,10669.33,4.946
9/29/2022,10549.44,4.9492
9/30/2022,10639.41,4.9488
10/3/2022,10803.16,4.9488
10/4/2022,10994.22,4.9402
10/5/2022,10966.71,4.9346
10/6/2022,10943.69,4.9388
10/7/2022,10908.72,4.9353
10/10/2022,10865.61,4.9372
10/11/2022,10664.99,4.9385
10/12/2022,10644.37,4.939
10/13/2022,10546.34,4.937
10/14/2022,10670.83,4.9339
10/17/2022,10786.7,4.937
10/18/2022,10953.44,4.9323
10/19/2022,10803.07,4.9198
10/20/2022,10845.05,4.9179
10/21/2022,10875.61,4.9132
10/24/2022,10827.84,4.9113
10/25/2022,10879.55,4.9012
10/26/2022,10805.82,4.8675
10/27/2022,10799.78,4.8976
10/28/2022,10835.92,4.9216
10/31/2022,10802.67,4.91
11/1/2022,10834.9,4.9063
11/2/2022,10875.83,4.9054
11/3/2022,10829.82,4.9007
11/4/2022,10890.38,4.8886
11/7/2022,11023.13,4.8888
11/8/2022,11233.07,4.8986
11/9/2022,11257.25,4.8936
11/10/2022,11397.81,4.8795
11/11/2022,11509.09,4.894
11/14/2022,11625.07,4.905
11/15/2022,11656.53,4.9226
11/16/2022,11651.83,4.9205
11/17/2022,11718.48,4.929
11/18/2022,11681.25,4.9377
11/21/2022,11690.03,4.939
11/22/2022,11559.06,4.9342
11/23/2022,11563.5,4.9338
11/24/2022,11575.78,4.9216
11/25/2022,11569.94,4.9195
11/28/2022,11530.21,4.9172
11/29/2022,11730.66,4.9185
12/2/2022,11924.7,4.9243
12/5/2022,12119.15,4.9168
12/6/2022,12306.27,4.9143
12/7/2022,12228.85,4.9163
12/8/2022,12152.46,4.9189
12/9/2022,12252.98,4.9231
12/12/2022,12206.4,4.9289
12/13/2022,12107.95,4.9264
12/14/2022,11931.6,4.9235
12/15/2022,11914.53,4.9222
12/16/2022,11962.97,4.9166
12/19/2022,12100.72,4.9087
12/20/2022,12199.83,4.9074
12/21/2022,12261.02,4.894
12/22/2022,12162.53,4.8982
12/23/2022,12147.12,4.9093
12/27/2022,12182.86,4.9256
12/28/2022,11729.05,4.9438
12/29/2022,11616.55,4.9502
12/30/2022,11663.53,4.9431
1/3/2023,12013.54,4.9337
1/4/2023,12065.04,4.9283
1/5/2023,12169.44,4.927
1/6/2023,12135.06,4.9285
1/9/2023,12286.92,4.9291
1/10/2023,12244.17,4.9342
1/11/2023,12331.86,4.9419
1/12/2023,12356.03,4.9425
1/13/2023,12227.35,4.9456
1/16/2023,11970.98,4.9317
1/17/2023,11959.91,4.9338
1/18/2023,12077.21,4.937
1/19/2023,12090.52,4.9223
1/20/2023,12075.72,4.9231
1/23/2023,12179.49,4.9134
1/25/2023,12182.86,4.8974
1/26/2023,12228.21,4.8763
1/27/2023,12185.79,4.8991
1/30/2023,12123.71,4.913
1/31/2023,12139.42,4.9186
2/1/2023,12168.16,4.9085
2/2/2023,12260.18,4.9026
2/3/2023,12275.89,4.8916
2/6/2023,12284.63,4.8968
2/7/2023,12339.29,4.8967
2/8/2023,12244.99,4.8968
2/9/2023,12230.72,4.8908
2/10/2023,12251.01,4.899
2/13/2023,12336.14,4.8994
2/14/2023,12284.39,4.8991
2/15/2023,12386.34,4.9001
2/16/2023,12364.21,4.8989
2/17/2023,12317.06,4.9118
2/20/2023,12354.51,4.9168
2/21/2023,12346.62,4.9204
2/22/2023,12283.63,4.9164
2/23/2023,12335.78,4.9142
2/24/2023,12323.74,4.9205
2/27/2023,12307.51,4.9236
2/28/2023,12310.44,4.9255
3/1/2023,12314.14,4.9198
3/2/2023,12367.14,4.923
3/3/2023,12393.06,4.9249
3/6/2023,12482.55,4.9191
3/7/2023,12432.08,4.9185
3/8/2023,12411.1,4.9117
3/9/2023,12472.32,4.9133
3/10/2023,12354.76,4.9151
3/13/2023,12255.19,4.9196
3/14/2023,12421.84,4.9197
3/15/2023,12215.86,4.9175
3/16/2023,12190.82,4.9207
3/17/2023,12227.12,4.9226
3/20/2023,12053.59,4.9228
3/21/2023,12086.31,4.924
3/22/2023,12042.03,4.9185
3/23/2023,12082.45,4.9248
3/24/2023,11989.9,4.9297
3/27/2023,12095.63,4.9423
3/28/2023,12137.95,4.9509
3/29/2023,12053.45,4.9547
3/30/2023,12041.5,4.9511
3/31/2023,12111.5,4.9481
4/3/2023,12232.26,4.938
4/4/2023,12293.6,4.9319
4/5/2023,12334.75,4.9336
4/6/2023,12332.67,4.9375
4/7/2023,12363.4,4.9344
4/10/2023,12425.29,4.9309
4/11/2023,12446.02,4.9371
4/12/2023,12434.43,4.939
4/13/2023,12459.85,4.9377
4/18/2023,12497.96,4.9362
4/19/2023,12467.08,4.9295
4/20/2023,12425.83,4.9328
4/21/2023,12396.7,4.9333
4/24/2023,12438.71,4.9333
4/25/2023,12450.96,4.9367
4/26/2023,12380.17,4.941
4/27/2023,12318.55,4.9383
4/28/2023,12267.59,4.929
5/2/2023,12298.69,4.9318
5/3/2023,12247.86,4.9285
5/4/2023,12158.77,4.9282
5/5/2023,12185.92,4.9268
5/8/2023,12228.71,4.9225
5/9/2023,12181.07,4.9198
5/10/2023,12176.46,4.925
5/11/2023,12136.91,4.9293
5/12/2023,12039.62,4.9289
5/15/2023,12039.54,4.94
5/16/2023,12147.52,4.9492
5/17/2023,12235.98,4.9615
5/18/2023,12248.65,4.9737
5/19/2023,12290.04,4.9783
5/22/2023,12277.34,4.9718
5/23/2023,12312.87,4.9741
5/24/2023,12266.61,4.9629
5/25/2023,12183.68,4.9513
5/26/2023,12289.3,4.9593
5/29/2023,12297.28,4.9613
5/30/2023,12285.1,4.9687
5/31/2023,12229.51,4.9666
6/2/2023,12133.87,4.9649
6/6/2023,12163.01,4.9601
6/7/2023,12178.04,4.9601
6/8/2023,12249.96,4.9539
6/9/2023,12251.01,4.9555
6/12/2023,12187.24,4.9566
6/13/2023,12006.24,4.9623
6/14/2023,12049.05,4.9551
6/15/2023,12045.19,4.961
6/16/2023,12266.68,4.9585
6/19/2023,12349.67,4.9615
6/20/2023,12275.79,4.9643
6/21/2023,12205.72,4.963
6/22/2023,12109.19,4.9641
6/23/2023,11998.9,4.9555
6/26/2023,11956.95,4.9558
6/27/2023,12089.9,4.9605
6/28/2023,12283.73,4.9622
6/29/2023,12568.33,4.9645
6/30/2023,12483.34,4.9583
7/3/2023,12542.09,4.9514
7/4/2023,12560.63,4.9528
7/5/2023,12834.76,4.9506
7/6/2023,12659.58,4.9528
7/7/2023,12639.57,4.948
7/10/2023,12617.01,4.9481
7/11/2023,12814.18,4.9498
7/12/2023,12997.2,4.9472
7/13/2023,12964.56,4.9367
7/14/2023,13061.38,4.9369
7/17/2023,13081.16,4.9412
7/18/2023,13156.96,4.9421
7/19/2023,13219.32,4.9381
7/20/2023,13288.96,4.9324
7/21/2023,13230.24,4.933
7/24/2023,13118.39,4.9186
7/25/2023,13183.95,4.9258
7/26/2023,13123.85,4.9251
7/27/2023,13229.13,4.9292
7/28/2023,13244.23,4.9345
7/31/2023,13227.1,4.9319
8/1/2023,13373.91,4.932
8/2/2023,13333.96,4.935
8/3/2023,13133.79,4.9486
8/4/2023,13111.25,4.9454
8/7/2023,13126.15,4.9505
8/8/2023,13079.92,4.9492
8/9/2023,13000.36,4.946
8/10/2023,13039.5,4.9427
8/11/2023,13072.33,4.9385
8/14/2023,13067.87,4.9409
8/16/2023,12983.12,4.9361
8/17/2023,12833.57,4.9436
8/18/2023,12716.35,4.9453
8/21/2023,12891.69,4.9385
8/22/2023,12930.06,4.9377
8/23/2023,13012.7,4.9383
8/24/2023,13097.05,4.9393
8/25/2023,13026.12,4.9366
8/28/2023,13104.8,4.9411
8/29/2023,13201.09,4.9407
8/30/2023,13257.6,4.9405
8/31/2023,13256.21,4.9411
9/1/2023,13285.48,4.9492
9/4/2023,13354.11,4.9462
9/5/2023,13214.22,4.9563
9/6/2023,13476.21,4.9618
9/7/2023,13661.42,4.9651
9/8/2023,13800.96,4.9628
9/11/2023,13987.44,4.9623
9/12/2023,14094.91,4.9736
9/13/2023,14089.54,4.9689
9/14/2023,14136.06,4.9701
9/15/2023,14133.31,4.9696
9/18/2023,14178.66,4.969
9/19/2023,14322.77,4.9701
9/20/2023,14466.1,4.9705
9/21/2023,14378.45,4.9708
9/22/2023,14413.59,4.9682
9/25/2023,14435.35,4.9685
9/26/2023,14244.72,4.9722
9/27/2023,14109.9,4.9752
9/28/2023,14214.4,4.9742
9/29/2023,14337.52,4.9739
10/2/2023,14368.36,4.974
10/3/2023,14359.46,4.9755
10/4/2023,14128.4,4.975
10/5/2023,14040.13,4.9692
10/6/2023,14023.21,4.9665
10/9/2023,13896.56,4.9647
10/10/2023,14085.09,4.9657
10/11/2023,14204.86,4.9611
10/12/2023,14261.13,4.9625
10/13/2023,14277.69,4.9664
10/16/2023,14192.56,4.9648
10/17/2023,14117.46,4.9687
10/18/2023,14190.12,4.9713
10/19/2023,14168.77,4.9732
10/20/2023,13994.21,4.9738
10/23/2023,14039.47,4.9701
10/24/2023,14175.64,4.9642
10/25/2023,14211.21,4.9617
10/26/2023,14217.14,4.9664
10/27/2023,14257.84,4.9643
10/30/2023,14281.45,4.9639
10/31/2023,14218.42,4.9667
11/1/2023,14170.24,4.9686
11/2/2023,14313.21,4.9678
11/3/2023,14464.8,4.97
11/6/2023,14576.97,4.9688
11/7/2023,14635.77,4.9677
11/8/2023,14542.76,4.9669
11/9/2023,14534.53,4.9675
11/10/2023,14532.12,4.9722
11/13/2023,14616.64,4.9731
11/14/2023,14664.16,4.9719
11/15/2023,14651.26,4.9677
11/16/2023,14699.82,4.9708
11/17/2023,14692.8,4.9707
11/20/2023,14661.61,4.9715
11/21/2023,14736.56,4.9695
11/22/2023,14730.8,4.9714
11/23/2023,14690.64,4.9701
11/24/2023,14690.3,4.9691
11/27/2023,14665.6,4.9728
11/28/2023,14687.5,4.9718
11/29/2023,14712.11,4.972
12/4/2023,14776.31,4.9676
12/5/2023,14833.18,4.9644
12/6/2023,14820.81,4.9669
12/7/2023,14832.83,4.9682
12/8/2023,15033.96,4.9692
12/11/2023,15079.01,4.9726
12/12/2023,15141.12,4.9738
12/13/2023,15191.31,4.9677
12/14/2023,15284.66,4.972
12/15/2023,15409.17,4.9688
12/18/2023,15472.07,4.9715
12/19/2023,15531.23,4.9714
12/20/2023,15396.21,4.9699
12/21/2023,15172.05,4.9703
12/22/2023,15285.36,4.9716
12/27/2023,15315.66,4.9753
12/28/2023,15285.85,4.968
12/29/2023,15371.11,4.9727
1/3/2024,15231.29,4.972
1/4/2024,15355.08,4.9745
1/5/2024,15338.36,4.9735
1/8/2024,15468.65,4.9726
1/9/2024,15610.27,4.9724
1/10/2024,15682.37,4.9725
1/11/2024,15732.52,4.9723
1/12/2024,15776.45,4.9728
1/15/2024,15803.32,4.974
1/16/2024,15780.71,4.9766
1/17/2024,15563.64,4.9761
1/18/2024,15555.4,4.9766
1/19/2024,15617.64,4.9767
1/22/2024,15492.47,4.9771
1/23/2024,15234.98,4.9771
1/25/2024,15138.28,4.9769
1/26/2024,15126.22,4.9765
1/29/2024,15141.09,4.9774
1/30/2024,15376.62,4.9772
1/31/2024,15512.12,4.9757
2/1/2024,15621.43,4.9715
2/2/2024,15640.73,4.9739
2/5/2024,15697.3,4.9749
2/6/2024,15694.24,4.9765
2/7/2024,15726.44,4.9759
2/8/2024,15721.62,4.977
2/9/2024,15695.88,4.9771
2/12/2024,15741.87,4.9761
2/13/2024,15675.54,4.9762
2/14/2024,15693.33,4.976
2/15/2024,15657.02,4.9771
2/16/2024,15718.39,4.9773
2/19/2024,15790.52,4.9774
2/20/2024,15715.6,4.9754
2/21/2024,15888.48,4.977
2/22/2024,16013.66,4.9765
2/23/2024,15926.46,4.9749
2/26/2024,16011.7,4.972
2/27/2024,15818.35,4.9669
2/28/2024,15874.35,4.9679
2/29/2024,15891.07,4.9694
3/1/2024,16009.52,4.9684
3/4/2024,16129.36,4.9726
3/5/2024,16204.68,4.9719
3/6/2024,16239.24,4.9708
3/7/2024,16228.56,4.9696
3/8/2024,16298.59,4.9674
3/11/2024,16241.58,4.9668
3/12/2024,16232.1,4.9666
3/13/2024,16230.92,4.9704
3/14/2024,16295.44,4.9716
3/15/2024,16246.54,4.9716
3/18/2024,16347.25,4.9729
3/19/2024,16369.18,4.9743
3/20/2024,16481.29,4.9723
3/21/2024,16601.85,4.9729
3/22/2024,16754.73,4.9723
3/25/2024,16702.44,4.9708
3/26/2024,16781.47,4.9689
3/27/2024,16830.02,4.9739
3/28/2024,16928.98,4.9696
3/29/2024,17025.61,4.9693
4/1/2024,17027.05,4.9702
4/2/2024,17022.84,4.9697
4/3/2024,17044.36,4.9693
4/4/2024,17072.07,4.9686
4/5/2024,17152.91,4.9673
4/8/2024,17251.45,4.9681
4/9/2024,17209.48,4.9687
4/10/2024,17199.85,4.9698
4/11/2024,17013.16,4.9719
4/12/2024,16882.42,4.9727
4/15/2024,16908.2,4.9754
4/16/2024,16811.2,4.9759
4/17/2024,16919.27,4.9754
4/18/2024,16883.08,4.976
4/19/2024,16838.36,4.9761
4/22/2024,16879.46,4.9757
4/23/2024,16864.29,4.9766
4/24/2024,16947.98,4.976
4/25/2024,16971.24,4.9765
4/26/2024,16992.22,4.9766
4/29/2024,17120.96,4.976
4/30/2024,17060.94,4.9764
5/2/2024,17220.62,4.9764
5/7/2024,17244.57,4.9768
5/8/2024,17161.64,4.9758
5/9/2024,17244.72,4.9749
5/10/2024,17292.08,4.977
5/13/2024,17316.45,4.9762
5/14/2024,17290.47,4.976
5/15/2024,17291.92,4.974
5/16/2024,17190.17,4.9747
5/17/2024,17362.79,4.9749
5/20/2024,17495.92,4.9744
5/21/2024,17448.12,4.9739
5/22/2024,17494.47,4.9755
5/23/2024,17435.31,4.9748
5/24/2024,17680.5,4.976
5/27/2024,17780.92,4.9765
5/28/2024,17933.12,4.9753
5/29/2024,17764.07,4.9769
5/30/2024,17562.27,4.9767
5/31/2024,17588.48,4.9766
6/3/2024,17588.19,4.9753
6/4/2024,17699.42,4.9741
6/5/2024,17891.78,4.9763
6/6/2024,18174.01,4.9768
6/7/2024,18076.69,4.9762
6/10/2024,17872.46,4.9768
6/11/2024,17725.07,4.9778
6/12/2024,17788.71,4.9798
6/13/2024,17861.11,4.977
6/14/2024,17703.59,4.9767
6/17/2024,17879.99,4.9766
6/18/2024,18020.52,4.9755
6/19/2024,17945.67,4.9766
6/20/2024,18042.59,4.9766
6/21/2024,18234.81,4.977
6/25/2024,18271.27,4.9761
6/26/2024,18279.1,4.9771
6/27/2024,18057.78,4.9773
6/28/2024,18244.75,4.9762
7/1/2024,18177.5,4.9767
7/2/2024,18229.27,4.977
7/3/2024,18257.2,4.9774
7/4/2024,18385.28,4.9767
7/5/2024,18442.43,4.9756
7/8/2024,18445.68,4.974
7/9/2024,18334.03,4.9728
7/10/2024,18432.82,4.9736
7/11/2024,18513.5,4.9744
7/12/2024,18507.05,4.9703
7/15/2024,18546.14,4.9681
7/16/2024,18577.54,4.9678
7/17/2024,18621.52,4.9699
7/18/2024,18749.46,4.9694
7/19/2024,18662.07,4.9717
7/22/2024,18588.28,4.9723
7/23/2024,18696.86,4.972
7/24/2024,18715.59,4.9705
7/25/2024,18448.45,4.969
7/26/2024,18562.57,4.971
7/29/2024,18513.49,4.9742
7/30/2024,18534.75,4.9758
7/31/2024,18629.74,4.9763
8/1/2024,18625.39,4.9758
8/2/2024,18425.81,4.9759
8/5/2024,17757.68,4.9766
8/6/2024,17872.67,4.9773
8/7/2024,17997.77,4.9765
8/8/2024,17880.22,4.9774
8/9/2024,17818.68,4.9768
8/12/2024,17998.59,4.9767
8/13/2024,18057.12,4.976
8/14/2024,18019.21,4.9765
8/16/2024,18138.95,4.9755
8/19/2024,18191.96,4.9785
8/20/2024,18310.22,4.9768
8/21/2024,18399.41,4.9768
8/22/2024,18427.1,4.9765
8/23/2024,18431.63,4.9766
8/26/2024,18452.97,4.9772
8/27/2024,18330.81,4.9782
8/28/2024,18270.37,4.9769
8/29/2024,18235.55,4.9777
8/30/2024,18148.46,4.9765
9/2/2024,18111.37,4.9752
9/3/2024,18111.09,4.9725
9/4/2024,18008.23,4.9713
9/5/2024,17728.02,4.972
9/6/2024,17388.74,4.972
9/9/2024,17477.86,4.9738
9/10/2024,17472.79,4.9739
9/11/2024,17329.67,4.9737
9/12/2024,17327.43,4.9743
9/13/2024,17388.35,4.9741
9/16/2024,17532.29,4.9739
9/17/2024,17507.85,4.9741
9/18/2024,17479.72,4.9749
9/19/2024,17629.06,4.974
9/20/2024,17633.89,4.9661
9/23/2024,17601.71,4.9748
9/24/2024,17644.15,4.9755
